case_id,year,month,state,location,species,status,illnesses,hospitalizations,fatalities
2459,1999,December,Maryland,Restaurant,,,3,0.0,0.0
2460,1999,December,Maryland,Restaurant,,,2,0.0,0.0
2461,1999,December,Maryland,Restaurant,,,3,0.0,0.0
2462,1999,December,Maryland,Restaurant,,,3,0.0,0.0
2463,1999,December,Maryland,Restaurant,,,2,0.0,0.0
2464,1999,December,Maryland,Restaurant,Norovirus genogroup I,Confirmed,35,1.0,0.0
2465,1999,December,Maryland,Restaurant,Norovirus genogroup I,Confirmed,26,0.0,0.0
2466,1999,December,Maryland,Restaurant,,,3,,
2467,1999,December,Maryland,Restaurant,,,4,0.0,0.0
2468,1999,December,Maryland,Private Home/Residence,,,6,0.0,0.0
2469,1999,December,Massachusetts,Restaurant,Salmonella enterica,Confirmed,15,1.0,0.0
2470,1999,December,Michigan,,,,40,,
2471,1999,December,Michigan,,,,27,,
2472,1999,December,Michigan,,,,15,,
2473,1999,December,Michigan,,,,13,,
2474,1999,December,Michigan,Restaurant,,,7,0.0,0.0
2475,1999,December,Michigan,Restaurant,,,3,,
2476,1999,December,Michigan,Restaurant,,,2,0.0,0.0
2477,1999,December,Michigan,Catering Service,,,62,0.0,0.0
2478,1999,December,Michigan,Restaurant,,,12,0.0,0.0
2479,1999,December,Michigan,Restaurant,,,6,0.0,0.0
2480,1999,December,Minnesota,Grocery Store,"Escherichia coli, Shiga toxin-producing",Confirmed,10,5.0,0.0
2481,1999,December,Minnesota,Catering Service,Norovirus genogroup I,Suspected,29,0.0,0.0
2482,1999,December,Minnesota,Private Home/Residence,Norovirus genogroup I,Suspected,4,0.0,0.0
2483,1999,December,Minnesota,Private Home/Residence,Staphylococcus aureus,Suspected,21,0.0,0.0
2484,1999,December,Multistate,,Salmonella enterica,Confirmed,18,0.0,0.0
2485,1999,December,New Jersey,Restaurant,,,15,,
2486,1999,December,New Jersey,Restaurant,,,2,,
2487,1999,December,New Jersey,,Norovirus genogroup I,Suspected,12,,
2488,1999,December,New Jersey,Restaurant,Norovirus genogroup I,Suspected,6,,
2489,1999,December,New Mexico,Nursing Home/Assisted Living Facility,Salmonella enterica,Confirmed,4,3.0,2.0
2490,1999,December,New York,Hospital,Listeria monocytogenes,Confirmed,6,,
2491,1999,December,New York,Office/Indoor Workplace,Hepatitis A,Confirmed,8,,
2492,1999,December,New York,Restaurant,,,22,,
2493,1999,December,North Carolina,Catering Service,Staphylococcus aureus,Confirmed,48,,
2494,1999,December,North Carolina,Catering Service,Norovirus genogroup I,Suspected,14,,
2495,1999,December,North Carolina,Catering Service,Clostridium perfringens,Suspected,70,,
2496,1999,December,Ohio,Restaurant,Norovirus genogroup I,Confirmed,30,0.0,0.0
2497,1999,December,Ohio,Restaurant,,,3,,
2498,1999,December,Ohio,Restaurant,Norovirus genogroup I,Confirmed,16,0.0,0.0
2499,1999,December,Ohio,Restaurant,,,2,0.0,0.0
2500,1999,December,Ohio,Restaurant,,,3,0.0,0.0
2501,1999,December,Ohio,Catering Service,Norovirus genogroup I,Confirmed,83,1.0,0.0
2502,1999,December,Ohio,Catering Service,Norovirus genogroup I,Confirmed,26,2.0,
2503,1999,December,Ohio,Private Home/Residence,Norovirus genogroup I,Confirmed,9,0.0,0.0
2504,1999,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,73,,0.0
2505,1999,December,Ohio,,Norovirus genogroup II,Confirmed,8,,0.0
2506,1999,December,Ohio,School/College/University,Norovirus genogroup I,Confirmed,150,0.0,0.0
2507,1999,December,Oregon,,Norovirus genogroup I,Confirmed,8,0.0,0.0
2508,1999,December,Oregon,,Norovirus genogroup I,Confirmed,12,0.0,0.0
2509,1999,December,Oregon,,Norovirus genogroup I,Confirmed,22,0.0,0.0
2510,1999,December,Pennsylvania,Private Home/Residence,,,10,,
2511,1999,December,Pennsylvania,Restaurant,,,4,1.0,0.0
2512,1999,December,Pennsylvania,Restaurant,,,12,,
2513,1999,December,Pennsylvania,Catering Service,,,44,0.0,0.0
2514,1999,December,Pennsylvania,Restaurant,,,10,0.0,0.0
2515,1999,December,Pennsylvania,Restaurant,,,6,0.0,0.0
2516,1999,December,Tennessee,Restaurant,Bacillus cereus,Suspected,56,,
2517,1999,December,Utah,Private Home/Residence,Salmonella enterica,Confirmed,3,0.0,0.0
2518,1999,December,Utah,School/College/University,Salmonella enterica,Confirmed,59,,
2519,1999,December,Washington,Restaurant,,,2,,
2520,1999,December,Washington,Restaurant,,,6,,
2521,1999,December,Washington,,Bacillus cereus,Suspected,6,0.0,0.0
2522,1999,December,Washington,Catering Service,Virus,Suspected,30,0.0,
2523,1999,December,Washington,Restaurant,,,9,,
2524,1999,December,Washington,Catering Service,,,34,,
2525,1999,December,Washington,,Virus,Suspected,13,,
2526,1999,December,Washington,Restaurant,,,3,,
2527,2000,January,Alabama,Restaurant,,,3,0.0,0.0
2528,2000,January,Alabama,Restaurant,,,2,,
2529,2000,January,Alabama,Restaurant,,,2,0.0,0.0
2530,2000,January,Alabama,Restaurant,,,3,0.0,0.0
2531,2000,January,Alabama,Restaurant,,,3,0.0,0.0
2532,2000,January,Alabama,Restaurant,,,3,0.0,0.0
2533,2000,January,California,Restaurant,Salmonella enterica,Confirmed,11,1.0,
2534,2000,January,California,Restaurant,Staphylococcus aureus,Suspected,9,0.0,0.0
2535,2000,January,California,Private Home/Residence,Clostridium botulinum,Confirmed,2,2.0,
2536,2000,January,California,Restaurant,,,9,,
2537,2000,January,California,Grocery Store,,,35,,
2538,2000,January,California,Office/Indoor Workplace,,,3,,
2539,2000,January,California,Restaurant,,,5,,
2540,2000,January,Colorado,Restaurant,Hepatitis A,Confirmed,4,,
2541,2000,January,Colorado,Restaurant,,,17,,
2542,2000,January,Florida,Restaurant,Clostridium perfringens,Suspected,13,0.0,0.0
2543,2000,January,Florida,Restaurant,,,2,0.0,0.0
2544,2000,January,Florida,Grocery Store,Clostridium perfringens,Suspected,6,0.0,0.0
2545,2000,January,Florida,Restaurant,,,3,0.0,0.0
2546,2000,January,Florida,Restaurant,,,2,0.0,0.0
2547,2000,January,Florida,Restaurant,Staphylococcus aureus,Suspected,3,0.0,0.0
2548,2000,January,Florida,Restaurant,,,5,0.0,0.0
2549,2000,January,Florida,Restaurant,,,3,0.0,0.0
2550,2000,January,Florida,Private Home/Residence,Norovirus genogroup I,Suspected,6,2.0,0.0
2551,2000,January,Florida,School/College/University,Hepatitis A,Confirmed,2,0.0,0.0
2552,2000,January,Florida,Restaurant,,,4,,
2553,2000,January,Florida,Restaurant,,,2,0.0,0.0
2554,2000,January,Florida,Restaurant,,,12,,
2555,2000,January,Florida,Restaurant,Salmonella enterica,Suspected,2,1.0,0.0
2556,2000,January,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
2557,2000,January,Georgia,Nursing Home/Assisted Living Facility,Norovirus genogroup I,Confirmed,50,,
2558,2000,January,Georgia,Nursing Home/Assisted Living Facility,,,50,,
2559,2000,January,Hawaii,Grocery Store,Ciguatoxin,Confirmed,4,0.0,
2560,2000,January,Illinois,Restaurant,Norovirus genogroup I,Suspected,7,0.0,0.0
2561,2000,January,Illinois,Restaurant,Norovirus genogroup I,Suspected,3,0.0,0.0
2562,2000,January,Illinois,Restaurant,,,2,0.0,0.0
2563,2000,January,Indiana,Restaurant,,,21,1.0,0.0
2564,2000,January,Kansas,Restaurant,,,3,,
2565,2000,January,Maryland,Private Home/Residence,,,4,,
2566,2000,January,Maryland,Restaurant,Salmonella enterica,Confirmed,5,0.0,0.0
2567,2000,January,Maryland,Restaurant,,,7,0.0,0.0
2568,2000,January,Maryland,Restaurant,,,6,0.0,0.0
2569,2000,January,Maryland,Restaurant,,,5,0.0,0.0
2570,2000,January,Maryland,Restaurant,,,3,,
2571,2000,January,Maryland,Restaurant,,,2,0.0,0.0
2572,2000,January,Maryland,Restaurant,,,2,0.0,0.0
2573,2000,January,Maryland,Restaurant,,,4,0.0,0.0
2574,2000,January,Maryland,Restaurant,,,4,,
2575,2000,January,Massachusetts,Restaurant,Salmonella enterica,Confirmed,7,,
2576,2000,January,Massachusetts,Restaurant,,,8,,
2577,2000,January,Massachusetts,Catering Service,Salmonella enterica,Suspected,40,,
2578,2000,January,Michigan,Restaurant,,,4,,
2579,2000,January,Michigan,Restaurant,,,4,2.0,0.0
2580,2000,January,Michigan,,,,2,,
2581,2000,January,Michigan,,,,4,0.0,0.0
2582,2000,January,Minnesota,Private Home/Residence,Norovirus genogroup I,Suspected,11,0.0,0.0
2583,2000,January,Minnesota,Nursing Home/Assisted Living Facility,Norovirus genogroup I,Confirmed,71,0.0,0.0
2584,2000,January,Minnesota,Catering Service,Norovirus genogroup I,Confirmed,44,0.0,0.0
2585,2000,January,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,24,0.0,0.0
2586,2000,January,Mississippi,Restaurant,,,5,0.0,0.0
2587,2000,January,Missouri,Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,8,2.0,0.0
2588,2000,January,Multistate,,Shigella sonnei,Confirmed,494,13.0,0.0
2589,2000,January,New Jersey,,Clostridium botulinum,Confirmed,4,,
2590,2000,January,New York,Restaurant,Norovirus genogroup I,Confirmed,25,,
2591,2000,January,New York,,,,16,,
2592,2000,January,Ohio,Restaurant,,,2,0.0,0.0
2593,2000,January,Ohio,Restaurant,Clostridium perfringens,Suspected,4,,
2594,2000,January,Ohio,Restaurant,Norovirus genogroup II,Confirmed,3,,
2595,2000,January,Oregon,Restaurant,,,3,,
2596,2000,January,Pennsylvania,Restaurant,Norovirus genogroup I,Suspected,19,0.0,0.0
2597,2000,January,Pennsylvania,Restaurant,,,3,,
2598,2000,January,Pennsylvania,Private Home/Residence,,,14,,
2599,2000,January,Pennsylvania,Restaurant,,,15,0.0,0.0
2600,2000,January,Virginia,Restaurant,Norovirus genogroup I,Confirmed,9,0.0,0.0
2601,2000,January,Washington,Restaurant,,,3,0.0,0.0
2602,2000,January,Washington,Restaurant,,,3,0.0,0.0
2603,2000,January,Washington,Restaurant,,,3,0.0,0.0
2604,2000,January,Washington,Restaurant,,,3,0.0,0.0
2605,2000,January,Washington,Restaurant,,,2,0.0,0.0
2606,2000,January,Washington,Restaurant,,,5,0.0,0.0
2607,2000,January,Washington,Restaurant,,,3,0.0,0.0
2608,2000,February,Alabama,Restaurant,,,2,,
2609,2000,February,Alabama,Restaurant,,,2,,
2610,2000,February,Alabama,Restaurant,,,2,,
2611,2000,February,California,Restaurant,,,4,1.0,
2612,2000,February,California,Restaurant,Scombroid toxin,Confirmed,11,,
2613,2000,February,California,Private Home/Residence,Clostridium perfringens,Suspected,23,1.0,1.0
2614,2000,February,California,Private Home/Residence,,,14,,
2615,2000,February,California,Catering Service,Norovirus genogroup I,Suspected,18,,
2616,2000,February,Connecticut,Restaurant,Norovirus genogroup I,Suspected,13,0.0,0.0
2617,2000,February,Florida,Restaurant,,,2,1.0,0.0
2618,2000,February,Florida,Restaurant,Bacillus cereus,Confirmed,15,0.0,0.0
2619,2000,February,Florida,Restaurant,Bacillus cereus,Suspected,2,0.0,0.0
2620,2000,February,Florida,Restaurant,,,2,0.0,0.0
2621,2000,February,Florida,Restaurant,Shigella sonnei,Confirmed,7,0.0,0.0
2622,2000,February,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
2623,2000,February,Florida,Restaurant,,,3,0.0,0.0
2624,2000,February,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
2625,2000,February,Florida,Restaurant,Clostridium perfringens,Suspected,6,,0.0
2626,2000,February,Florida,Restaurant,,,2,0.0,0.0
2627,2000,February,Florida,Grocery Store,,,2,,
2628,2000,February,Florida,Restaurant,,,3,,
2629,2000,February,Florida,Private Home/Residence,Salmonella enterica,Suspected,6,1.0,
2630,2000,February,Florida,Restaurant,Norovirus genogroup I,Suspected,9,0.0,0.0
2631,2000,February,Florida,Restaurant,,,2,,
2632,2000,February,Florida,Restaurant,,,4,,
2633,2000,February,Florida,Private Home/Residence,Clostridium perfringens,Suspected,9,0.0,0.0
2634,2000,February,Florida,Restaurant,,,7,0.0,0.0
2635,2000,February,Florida,Private Home/Residence,Norovirus genogroup I,Suspected,18,0.0,0.0
2636,2000,February,Florida,Restaurant,,,4,,
2637,2000,February,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
2638,2000,February,Florida,Restaurant,,,3,0.0,0.0
2639,2000,February,Florida,Hospital,Scombroid toxin,Confirmed,4,0.0,0.0
2640,2000,February,Florida,Restaurant,,,2,0.0,0.0
2641,2000,February,Florida,Restaurant,,,2,,
2642,2000,February,Florida,Restaurant,,,5,0.0,0.0
2643,2000,February,Florida,Restaurant,,,2,0.0,0.0
2644,2000,February,Georgia,Restaurant,Staphylococcus aureus,Confirmed,15,3.0,0.0
2645,2000,February,Georgia,School/College/University,,,105,,
2646,2000,February,Georgia,Restaurant,Norovirus genogroup I,Confirmed,4,,
2647,2000,February,Georgia,Grocery Store,Norovirus genogroup I,Confirmed,128,2.0,0.0
2648,2000,February,Georgia,,,,42,,
2649,2000,February,Guam,Restaurant,Scombroid toxin,Suspected,4,0.0,0.0
2650,2000,February,Guam,Catering Service,Bacillus cereus,Confirmed,2,0.0,0.0
2651,2000,February,Hawaii,Restaurant,,,9,0.0,0.0
2652,2000,February,Hawaii,Restaurant,Histamine,Confirmed,16,0.0,0.0
2653,2000,February,Idaho,,Campylobacter jejuni,Confirmed,4,0.0,0.0
2654,2000,February,Illinois,,Norovirus genogroup I,Suspected,27,0.0,0.0
2655,2000,February,Illinois,Catering Service,Salmonella enterica,Confirmed,36,10.0,1.0
2656,2000,February,Illinois,Restaurant,Norovirus genogroup I,Suspected,11,0.0,0.0
2657,2000,February,Illinois,Restaurant,,,2,0.0,0.0
2658,2000,February,Maine,Restaurant,,,3,0.0,0.0
2659,2000,February,Maine,Restaurant,,,9,0.0,0.0
2660,2000,February,Maryland,Private Home/Residence,,,3,0.0,0.0
2661,2000,February,Maryland,Restaurant,Norovirus genogroup I,Confirmed,77,0.0,0.0
2662,2000,February,Maryland,Restaurant,,,12,0.0,0.0
2663,2000,February,Maryland,Restaurant,,,4,0.0,0.0
2664,2000,February,Maryland,Restaurant,Salmonella enterica,Suspected,4,,
2665,2000,February,Maryland,Restaurant,,,2,0.0,0.0
2666,2000,February,Maryland,Restaurant,,,2,0.0,0.0
2667,2000,February,Maryland,School/College/University,,,8,0.0,0.0
2668,2000,February,Maryland,Restaurant,,,2,0.0,0.0
2669,2000,February,Maryland,Private Home/Residence,,,3,0.0,0.0
2670,2000,February,Maryland,Restaurant,,,4,0.0,0.0
2671,2000,February,Massachusetts,Restaurant,,,7,,
2672,2000,February,Massachusetts,Restaurant,,,12,,
2673,2000,February,Michigan,Restaurant,,,2,0.0,0.0
2674,2000,February,Michigan,Restaurant,,,2,2.0,0.0
2675,2000,February,Michigan,Restaurant,,,7,,
2676,2000,February,Michigan,,,,3,1.0,0.0
2677,2000,February,Michigan,Restaurant,,,2,0.0,0.0
2678,2000,February,Michigan,,,,2,0.0,0.0
2679,2000,February,Michigan,Restaurant,,,4,,
2680,2000,February,Michigan,,Norovirus genogroup I,Confirmed,33,,
2681,2000,February,Michigan,Restaurant,,,2,0.0,0.0
2682,2000,February,Michigan,Restaurant,,,2,0.0,0.0
2683,2000,February,Michigan,Restaurant,,,2,0.0,0.0
2684,2000,February,Michigan,Restaurant,,,2,,
2685,2000,February,Minnesota,Nursing Home/Assisted Living Facility,Norovirus genogroup I,Confirmed,26,0.0,0.0
2686,2000,February,Minnesota,Private Home/Residence,Norovirus genogroup I,Suspected,17,0.0,0.0
2687,2000,February,Minnesota,Restaurant,Bacillus cereus,Confirmed,10,,
2688,2000,February,Minnesota,School/College/University,Norovirus genogroup I,Confirmed,21,0.0,0.0
2689,2000,February,Missouri,Restaurant,Norovirus genogroup I,Confirmed,37,0.0,0.0
2690,2000,February,Multistate,Catering Service,Norovirus genogroup II,Confirmed,333,3.0,
2691,2000,February,New Mexico,Catering Service,Clostridium perfringens,Confirmed,34,,
2692,2000,February,New York,Catering Service,,,15,,
2693,2000,February,New York,Restaurant,,,16,,
2694,2000,February,New York,Restaurant,Scombroid toxin,Confirmed,2,,
2695,2000,February,New York,Restaurant,,,18,,
2696,2000,February,New York,Catering Service,,,43,,
2697,2000,February,New York,Catering Service,,,11,,
2698,2000,February,North Carolina,Restaurant,,,14,,
2699,2000,February,Ohio,Restaurant,Norovirus genogroup II,Confirmed,7,,
2700,2000,February,Ohio,Restaurant,,,3,0.0,0.0
2701,2000,February,Ohio,School/College/University,Norovirus genogroup II,Confirmed,87,,0.0
2702,2000,February,Ohio,,Norovirus genogroup II,Confirmed,4,0.0,0.0
2703,2000,February,Oklahoma,,Campylobacter jejuni,Confirmed,21,2.0,0.0
2704,2000,February,Oregon,Prison/Jail,Norovirus genogroup I,Confirmed,59,0.0,0.0
2705,2000,February,Pennsylvania,,Salmonella enterica,Confirmed,2,1.0,0.0
2706,2000,February,Pennsylvania,,Norovirus genogroup I,Confirmed,300,0.0,0.0
2707,2000,February,Pennsylvania,Restaurant,Staphylococcus aureus,Confirmed,2,0.0,0.0
2708,2000,February,Tennessee,Grocery Store,,,45,,0.0
2709,2000,February,Tennessee,Restaurant,Norovirus genogroup I,Confirmed,259,0.0,0.0
2710,2000,February,Texas,,,,143,,
2711,2000,February,Texas,Restaurant,,,7,0.0,0.0
2712,2000,February,Texas,Catering Service,Norovirus genogroup I,Confirmed,120,,
2713,2000,February,Texas,,Campylobacter unknown,Confirmed,2,,
2714,2000,February,Virginia,Restaurant,Norovirus genogroup I,Confirmed,36,1.0,0.0
2715,2000,February,Washington,Restaurant,Virus,Suspected,6,0.0,0.0
2716,2000,February,Washington,Restaurant,,,2,0.0,0.0
2717,2000,February,Washington,Restaurant,Virus,Suspected,5,0.0,0.0
2718,2000,February,Washington,Restaurant,Bacillus cereus,Suspected,4,0.0,0.0
2719,2000,February,Washington,Restaurant,Virus,Suspected,11,0.0,0.0
2720,2000,February,Washington,Restaurant,Bacillus cereus,Suspected,2,0.0,0.0
2721,2000,February,Wisconsin,Restaurant,,,9,0.0,0.0
2722,2000,February,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,4,0.0,0.0
2723,2000,March,Alabama,Restaurant,,,3,,
2724,2000,March,Alabama,Restaurant,,,2,,
2725,2000,March,Alabama,Restaurant,,,3,,
2726,2000,March,California,Restaurant,Virus,Suspected,14,,
2727,2000,March,California,Restaurant,Norovirus genogroup I,Confirmed,45,,
2728,2000,March,California,Restaurant,,,5,,
2729,2000,March,California,Restaurant,Scombroid toxin,Suspected,3,,
2730,2000,March,California,,Staphylococcus aureus,Suspected,50,0.0,0.0
2731,2000,March,California,Restaurant,Scombroid toxin,Suspected,2,,
2732,2000,March,California,Restaurant,Virus,Suspected,19,,
2733,2000,March,Colorado,Restaurant,,,12,,
2734,2000,March,Colorado,Restaurant,Staphylococcus aureus,Suspected,2,,
2735,2000,March,Colorado,,Norovirus genogroup I,Suspected,36,,
2736,2000,March,Florida,Private Home/Residence,,,2,,
2737,2000,March,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
2738,2000,March,Florida,Restaurant,Bacillus cereus,Suspected,2,0.0,0.0
2739,2000,March,Florida,Restaurant,,,3,,
2740,2000,March,Florida,Restaurant,,,4,0.0,0.0
2741,2000,March,Florida,Restaurant,,,2,2.0,
2742,2000,March,Florida,Restaurant,,,3,0.0,0.0
2743,2000,March,Florida,Restaurant,,,10,1.0,0.0
2744,2000,March,Florida,Restaurant,,,2,,
2745,2000,March,Florida,Restaurant,Norovirus genogroup I,Suspected,4,0.0,0.0
2746,2000,March,Florida,Restaurant,,,26,0.0,0.0
2747,2000,March,Florida,Restaurant,Norovirus genogroup I,Suspected,8,2.0,0.0
2748,2000,March,Florida,Restaurant,,,3,0.0,0.0
2749,2000,March,Florida,Restaurant,Vibrio unknown,Suspected,2,1.0,0.0
2750,2000,March,Florida,Restaurant,Norovirus genogroup I,Suspected,6,0.0,0.0
2751,2000,March,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
2752,2000,March,Florida,Restaurant,,,3,,
2753,2000,March,Florida,Restaurant,,,2,0.0,0.0
2754,2000,March,Florida,Restaurant,Clostridium perfringens,Suspected,12,0.0,0.0
2755,2000,March,Florida,Grocery Store,Chemical or toxin,Suspected,2,,
2756,2000,March,Florida,Restaurant,Staphylococcus aureus,Suspected,2,,
2757,2000,March,Florida,Restaurant,,,2,,
2758,2000,March,Florida,Restaurant,,,2,,
2759,2000,March,Florida,Restaurant,,,3,,
2760,2000,March,Florida,School/College/University,Norovirus genogroup I,Suspected,88,,0.0
2761,2000,March,Florida,Restaurant,,,3,,
2762,2000,March,Florida,Restaurant,Staphylococcus aureus,Suspected,4,0.0,0.0
2763,2000,March,Florida,Restaurant,,,3,,
2764,2000,March,Florida,Restaurant,,,2,,
2765,2000,March,Florida,Restaurant,,,3,0.0,0.0
2766,2000,March,Florida,Restaurant,,,2,0.0,0.0
2767,2000,March,Florida,,,,2,0.0,0.0
2768,2000,March,Florida,Fair/Festival,,,2,0.0,0.0
2769,2000,March,Florida,Restaurant,Clostridium perfringens,Suspected,11,0.0,0.0
2770,2000,March,Florida,,,,5,0.0,0.0
2771,2000,March,Florida,,,,3,0.0,0.0
2772,2000,March,Florida,Restaurant,,,2,,
2773,2000,March,Florida,Restaurant,Norovirus genogroup I,Suspected,3,0.0,0.0
2774,2000,March,Georgia,Catering Service,,,30,,
2775,2000,March,Georgia,Catering Service,Norovirus genogroup I,Confirmed,12,,
2776,2000,March,Georgia,Restaurant,Staphylococcus aureus,Confirmed,8,6.0,0.0
2777,2000,March,Georgia,School/College/University,,,155,,
2778,2000,March,Georgia,Office/Indoor Workplace,Norovirus genogroup I,Confirmed,122,,
2779,2000,March,Georgia,Catering Service,,,32,0.0,0.0
2780,2000,March,Georgia,Nursing Home/Assisted Living Facility,,,50,,
2781,2000,March,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,4,0.0,
2782,2000,March,Hawaii,Private Home/Residence,Ciguatoxin,Suspected,2,0.0,
2783,2000,March,Idaho,Restaurant,Norovirus genogroup I,Confirmed,8,0.0,0.0
2784,2000,March,Illinois,Restaurant,,,3,0.0,0.0
2785,2000,March,Illinois,Catering Service,Clostridium perfringens,Suspected,74,0.0,0.0
2786,2000,March,Illinois,Restaurant,,,18,0.0,0.0
2787,2000,March,Indiana,School/College/University,Salmonella enterica,Suspected,29,0.0,0.0
2788,2000,March,Indiana,School/College/University,Norovirus genogroup I,Confirmed,36,0.0,0.0
2789,2000,March,Iowa,Restaurant,Norovirus genogroup I,Confirmed,32,,
2790,2000,March,Kansas,Restaurant,,,15,,
2791,2000,March,Kansas,Restaurant,,,4,,
2792,2000,March,Louisiana,Private Home/Residence,Norovirus genogroup I,Suspected,70,0.0,0.0
2793,2000,March,Maryland,Restaurant,Norovirus genogroup I,Suspected,3,0.0,0.0
2794,2000,March,Maryland,Restaurant,,,2,0.0,0.0
2795,2000,March,Maryland,Restaurant,,,3,,
2796,2000,March,Maryland,Restaurant,,,16,,
2797,2000,March,Maryland,Restaurant,,,3,0.0,0.0
2798,2000,March,Maryland,Restaurant,,,2,0.0,0.0
2799,2000,March,Maryland,Restaurant,,,2,0.0,0.0
2800,2000,March,Maryland,Restaurant,,,3,0.0,0.0
2801,2000,March,Maryland,Restaurant,,,6,,
2802,2000,March,Maryland,Restaurant,,,2,0.0,0.0
2803,2000,March,Maryland,Restaurant,,,3,0.0,0.0
2804,2000,March,Maryland,Restaurant,,,3,0.0,0.0
2805,2000,March,Maryland,Restaurant,,,2,0.0,0.0
2806,2000,March,Massachusetts,,Hepatitis A,Confirmed,8,,
2807,2000,March,Massachusetts,Restaurant,,,5,,
2808,2000,March,Massachusetts,Restaurant,,,3,,
2809,2000,March,Massachusetts,Restaurant,Salmonella enterica,Confirmed,4,0.0,
2810,2000,March,Michigan,Restaurant,,,3,0.0,0.0
2811,2000,March,Michigan,Catering Service,,,10,0.0,0.0
2812,2000,March,Michigan,Restaurant,,,2,0.0,0.0
2813,2000,March,Michigan,Restaurant,,,5,0.0,0.0
2814,2000,March,Michigan,Restaurant,Norovirus genogroup I,Confirmed,11,3.0,0.0
2815,2000,March,Michigan,Restaurant,,,3,,
2816,2000,March,Michigan,Restaurant,Salmonella enterica,Confirmed,11,0.0,0.0
2817,2000,March,Michigan,,,,4,,
2818,2000,March,Michigan,Restaurant,,,2,0.0,0.0
2819,2000,March,Michigan,Restaurant,,,2,,
2820,2000,March,Minnesota,School/College/University,"Escherichia coli, Shiga toxin-producing",Suspected,18,2.0,0.0
2821,2000,March,Minnesota,Restaurant,Hepatitis A,Confirmed,39,2.0,0.0
2822,2000,March,Montana,,,,3,,
2823,2000,March,Multistate,,Salmonella enterica,Confirmed,88,,
2824,2000,March,New Hampshire,,Salmonella enterica,Confirmed,4,,
2825,2000,March,New York,School/College/University,"Escherichia coli, Shiga toxin-producing",Suspected,43,2.0,
2826,2000,March,New York,Catering Service,,,26,,
2827,2000,March,New York,Restaurant,,,10,,
2828,2000,March,New York,Restaurant,Norovirus genogroup I,Confirmed,13,,
2829,2000,March,Ohio,Catering Service,Norovirus genogroup I,Suspected,24,,
2830,2000,March,Ohio,Restaurant,Norovirus genogroup II,Suspected,33,,0.0
2831,2000,March,Ohio,Restaurant,Norovirus genogroup II,Confirmed,99,0.0,0.0
2832,2000,March,Oregon,Restaurant,,,7,0.0,0.0
2833,2000,March,Oregon,Private Home/Residence,,,8,0.0,0.0
2834,2000,March,Pennsylvania,Restaurant,,,30,0.0,0.0
2835,2000,March,Pennsylvania,School/College/University,Clostridium perfringens,Confirmed,20,0.0,0.0
2836,2000,March,South Carolina,School/College/University,Norovirus genogroup I,Suspected,117,1.0,0.0
2837,2000,March,South Dakota,Restaurant,Norovirus genogroup I,Confirmed,94,,0.0
2838,2000,March,Tennessee,Restaurant,,,9,0.0,0.0
2839,2000,March,Tennessee,Restaurant,Norovirus genogroup I,Confirmed,18,,0.0
2840,2000,March,Tennessee,Restaurant,Staphylococcus aureus,Suspected,7,0.0,0.0
2841,2000,March,Tennessee,Restaurant,Staphylococcus aureus,Confirmed,10,0.0,0.0
2842,2000,March,Utah,Restaurant,Salmonella enterica,Confirmed,11,1.0,
2843,2000,March,Vermont,Restaurant,Salmonella enterica,Confirmed,16,1.0,0.0
2844,2000,March,Virginia,Restaurant,Norovirus genogroup I,Confirmed,130,,
2845,2000,March,Washington,Restaurant,Hepatitis A,Confirmed,4,0.0,0.0
2846,2000,March,Washington,Restaurant,,,3,0.0,0.0
2847,2000,March,Washington,Restaurant,Virus,Suspected,4,0.0,0.0
2848,2000,March,Washington,Restaurant,,,3,0.0,0.0
2849,2000,March,Washington,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
2850,2000,March,Washington,Restaurant,,,2,0.0,0.0
2851,2000,March,Washington,Restaurant,Norovirus genogroup I,Suspected,11,0.0,0.0
2852,2000,March,Washington,Restaurant,Virus,Suspected,2,0.0,0.0
2853,2000,March,Washington,Restaurant,,,3,0.0,0.0
2854,2000,March,Washington DC,School/College/University,Rotavirus,Confirmed,108,,
2855,2000,March,Wisconsin,Restaurant,,,12,1.0,0.0
2856,2000,March,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,23,0.0,0.0
2857,2000,April,Alabama,Restaurant,,,5,,
2858,2000,April,Alabama,Restaurant,,,2,0.0,0.0
2859,2000,April,Alabama,Restaurant,,,2,,
2860,2000,April,Alabama,Restaurant,Bacillus cereus,Suspected,6,0.0,0.0
2861,2000,April,Alabama,Restaurant,,,3,,
2862,2000,April,Alabama,Restaurant,,,4,,
